"inicio","fim","id_eqipamento","id_estado","id_operador"
2021-07-31 15:14:14,2021-07-31 16:52:34,79204469,72606938,72581080
2021-07-31 16:52:34,2021-07-31 17:20:26,79204469,72607343,72581080
2021-07-31 16:52:06,2021-07-31 17:00:27,72581114,72606938,72581104
2021-07-31 16:40:53,2021-07-31 17:04:23,72581134,72607316,72581091
2021-07-31 17:00:27,2021-07-31 18:02:41,72581114,72607275,72581104
2021-07-31 17:02:06,2021-07-31 18:20:58,79204442,72607275,72581100
2021-07-31 16:41:30,2021-07-31 17:57:29,72581152,72606938,72581082
2021-07-31 17:04:23,2021-07-31 17:40:31,72581134,72606938,72581091
2021-07-31 17:40:31,2021-07-31 17:50:35,72581134,72607316,72581091
2021-07-31 15:17:31,2021-07-31 18:06:49,72581150,72606938,72581090
2021-07-31 17:20:26,2021-07-31 17:55:31,79204469,72606938,72581080
2021-07-31 17:55:31,2021-07-31 17:55:52,79204469,72607342,72581080
2021-07-31 15:29:22,2021-07-31 17:57:19,72581142,72606938,72581092
2021-07-31 17:50:35,2021-07-31 18:01:07,72581134,72606938,72581091
2021-07-31 18:01:07,2021-07-31 18:05:14,72581134,72607275,72581091
2021-07-31 18:05:14,2021-07-31 18:05:44,72581134,72636748,72581091
2021-07-31 16:33:40,2021-07-31 18:07:21,72581144,72606938,72581097
2021-07-31 18:07:21,2021-07-31 18:07:40,72581144,72636748,72581097
2021-07-31 17:55:52,2021-07-31 18:09:58,79204469,72606938,72581080
2021-07-31 18:09:58,2021-07-31 18:10:16,79204469,72636748,72581080
2021-07-31 18:25:00,2021-07-31 19:26:43,79204442,72871243,72581094
2021-07-31 19:26:43,2021-07-31 19:35:52,79204442,72606938,72581094
2021-07-31 18:25:00,2021-07-31 19:54:54,72581156,72871243,72581101
2021-07-31 19:54:54,2021-07-31 19:55:38,72581156,72607411,72581101
2021-07-31 19:35:52,2021-07-31 20:11:04,79204442,72607342,72581094
2021-07-31 18:25:00,2021-07-31 20:40:17,72581152,72871243,72791102
2021-07-31 20:11:04,2021-07-31 20:47:34,79204442,72606938,72581094
2021-07-31 20:47:34,2021-07-31 21:22:21,79204442,72607608,72581094
2021-07-31 20:40:17,2021-07-31 22:11:33,72581152,72606938,72791102
2021-07-31 22:11:33,2021-07-31 22:11:52,72581152,72636748,72791102
2021-07-31 21:22:21,2021-07-31 22:28:28,79204442,72606938,72581094
2021-07-31 22:28:28,2021-07-31 22:42:18,79204442,72607342,72581094
2021-07-31 23:09:08,2021-07-31 23:22:32,72581152,72606938,72791102
2021-07-31 23:22:32,2021-07-31 23:23:13,72581152,72636748,72791102
2021-07-31 19:55:38,2021-07-31 23:44:00,72581156,72606938,72581101
2021-07-31 22:42:18,2021-07-31 23:50:05,79204442,72606938,72581094
2021-07-31 23:50:05,2021-08-01 00:20:39,79204442,72871152,72581094
2021-06-09 23:57:40,2021-06-10 02:32:00,72581152,72606938,72791102
2021-07-31 10:42:19,2021-07-31 10:54:58,72581152,72607411,72581082
2021-07-31 10:05:00,2021-07-31 10:37:37,79204442,75899013,72581100
2021-07-31 10:35:51,2021-07-31 10:47:19,79204469,72607411,72581080
2021-07-30 10:05:00,2021-07-30 10:34:23,72581114,75899013,72581104
2021-07-30 10:46:52,2021-07-30 12:30:05,72581114,72606938,72581104
2021-07-30 10:34:23,2021-07-30 10:46:52,72581114,72607411,72581104
2021-07-31 00:36:36,2021-07-31 02:32:00,72581156,72606938,72581101
2021-06-10 02:39:25,2021-06-10 03:09:43,72581146,72606938,72581086
2021-06-10 02:32:00,2021-06-10 03:09:34,72581152,75899013,72791102
2021-06-10 03:09:43,2021-06-10 03:09:49,72581146,72794948,72581086
2021-06-10 03:09:34,2021-06-10 04:30:33,72581152,72606938,72791102
2021-06-10 02:32:00,2021-06-10 03:02:21,72581156,72871243,72581101
2021-06-10 03:02:21,2021-06-10 04:07:09,72581156,72606938,72581101
2021-06-10 20:34:47,2021-06-10 21:09:08,72581152,72607342,72581101
2021-06-10 20:18:47,2021-06-10 21:44:48,72581146,72607342,72581094
2021-06-12 11:59:07,2021-06-12 12:01:31,72581134,72607316,72581091
2021-06-12 12:01:31,2021-06-12 12:28:46,72581134,72606938,72581091
2021-06-08 10:05:00,2021-06-08 10:45:42,72581114,75899013,72581104
2021-06-08 10:46:29,2021-06-08 11:27:03,72581114,72606938,72581104
2021-06-08 10:45:42,2021-06-08 10:46:29,72581114,72607411,72581104
2021-06-08 12:02:45,2021-06-08 12:13:27,72581114,72607275,72581104
2021-06-08 13:12:14,2021-06-08 13:42:05,72581114,72607275,72581104
2021-06-08 14:48:36,2021-06-08 14:52:33,72581146,72606938,72581097
2021-06-08 14:52:33,2021-06-08 15:41:50,72581146,72871152,72581097
2021-06-08 11:15:03,2021-06-08 11:37:15,72581148,72794950,72581081
2021-06-10 03:09:49,2021-06-10 03:56:05,72581146,72871243,72581086
2021-06-12 13:03:06,2021-06-12 13:05:37,72581134,72607316,72581091
2021-06-10 03:56:05,2021-06-10 05:04:48,72581146,72606938,72581086
2021-06-10 20:22:22,2021-06-10 20:22:51,72581134,72636748,72581091
2021-06-12 12:26:34,2021-06-12 12:46:54,72581114,72607201,72581104
2021-06-12 13:05:37,2021-06-12 13:21:16,72581134,72606938,72581091
2021-06-14 05:00:07,2021-06-14 05:00:12,72581146,72794948,72581086
2021-06-14 05:00:12,2021-06-14 05:51:59,72581146,72871243,72581086
2021-06-14 14:24:59,2021-06-14 14:56:38,72581152,72871152,72581100
2021-06-15 00:33:12,2021-06-15 00:33:48,72581146,72636748,72791102
2021-06-14 18:25:00,2021-06-15 00:44:07,72581152,72871243,72791102
2021-06-15 00:44:07,2021-06-15 02:32:00,72581152,72606938,72791102
2021-06-15 14:01:50,2021-06-15 14:03:34,72581134,72607316,72581091
2021-06-15 13:57:58,2021-06-15 14:21:04,72581116,72606938,72581077
2021-06-15 14:21:04,2021-06-15 14:54:22,72581116,72607275,72581077
2021-06-08 12:13:27,2021-06-08 12:26:02,72581114,72607608,72581104
2021-06-08 02:32:00,2021-06-08 09:54:34,72581116,75899013,72581103
2021-06-08 09:54:34,2021-06-08 09:56:49,72581116,72607411,72581103
2021-06-08 09:56:49,2021-06-08 10:05:00,72581116,72606938,72581103
2021-06-08 12:26:57,2021-06-08 14:41:59,72581146,72606938,72581097
2021-06-08 10:05:00,2021-06-08 12:26:08,72581146,73031781,72581097
2021-06-08 13:42:05,2021-06-08 13:42:13,72581114,72871009,72581104
2021-06-08 12:26:08,2021-06-08 12:26:57,72581146,72607411,72581097
2021-06-08 15:31:39,2021-06-08 16:03:55,72581116,72871152,72581103
2021-06-08 13:42:13,2021-06-08 13:51:13,72581114,72606938,72581104
2021-06-08 13:51:13,2021-06-08 14:06:09,72581114,72607275,72581104
2021-06-08 10:05:00,2021-06-08 10:17:28,79204442,75899013,72581095
2021-06-08 15:44:34,2021-06-08 16:03:04,72581114,72606938,72581104
2021-06-08 10:17:28,2021-06-08 13:08:23,79204442,72606938,72581095
2021-06-08 13:08:23,2021-06-08 13:32:53,79204442,72607343,72581095
2021-06-08 13:32:53,2021-06-08 15:22:13,79204442,72606938,72581095
2021-06-08 15:41:50,2021-06-08 17:18:36,72581146,72606938,72581097
2021-06-08 16:03:04,2021-06-08 17:49:18,72581114,72607275,72581104
2021-06-08 17:49:18,2021-06-08 17:57:50,72581114,72607608,72581104
2021-06-08 12:29:26,2021-06-08 13:57:20,72581148,72606938,72581081
2021-06-08 10:05:00,2021-06-08 12:01:52,72581152,72871243,72791081
2021-06-08 12:01:52,2021-06-08 12:04:44,72581152,72606938,72791081
2021-06-08 12:04:44,2021-06-08 12:29:12,72581152,72607610,72791081
2021-06-08 11:30:15,2021-06-08 15:31:39,72581116,72606938,72581103
2021-06-08 14:55:34,2021-06-08 15:01:00,72581114,72606938,72581104
2021-06-08 15:01:00,2021-06-08 15:44:34,72581114,72871152,72581104
2021-06-10 04:14:00,2021-06-10 04:20:35,72581154,72606938,72581101
2021-06-08 16:03:55,2021-06-08 17:12:14,72581116,72606938,72581103
2021-06-10 04:30:33,2021-06-10 04:30:48,72581152,72636748,72791102
2021-06-10 21:44:48,2021-06-10 21:54:22,72581146,72607608,72581094
2021-06-10 20:58:50,2021-06-10 21:42:11,72581156,72606938,72791102
2021-06-10 18:25:00,2021-06-10 20:58:50,72581156,75899013,72791102
2021-06-12 12:46:47,2021-06-12 12:54:04,72581134,72607316,72581091
2021-06-12 12:54:04,2021-06-12 13:03:06,72581134,72606938,72581091
2021-06-12 13:21:16,2021-06-12 13:31:22,72581134,72607316,72581091
2021-06-12 13:30:16,2021-06-12 13:35:29,72581146,72607608,72581097
2021-06-12 13:31:22,2021-06-12 13:42:39,72581134,72606938,72581091
2021-06-14 02:32:00,2021-06-14 05:07:04,72581156,72871243,72791102
2021-06-08 11:27:03,2021-06-08 11:45:41,72581114,72607610,72581104
2021-06-08 11:45:41,2021-06-08 12:02:45,72581114,72606938,72581104
2021-06-08 15:13:42,2021-06-08 15:58:23,72581152,72871152,72791081
2021-06-08 15:58:23,2021-06-08 18:25:00,72581152,72606938,72791081
2021-06-10 21:42:11,2021-06-10 21:42:30,72581156,72636748,72791102
2021-06-10 21:09:08,2021-06-10 21:46:59,72581152,72606938,72581101
2021-06-08 10:44:32,2021-06-08 11:27:42,72581154,72607657,72581100
2021-06-10 05:04:48,2021-06-10 05:04:50,72581146,72794948,72581086
2021-06-10 05:30:45,2021-06-10 05:37:15,72581154,72606938,72581086
2021-06-10 05:15:11,2021-06-10 05:46:29,72581156,72607275,72581086
2021-06-10 05:04:50,2021-06-10 05:49:36,72581146,72871243,72581086
2021-06-10 05:49:36,2021-06-10 06:43:32,72581146,72606938,72581086
2021-06-08 10:05:00,2021-06-08 10:30:18,72581154,75899013,72581100
2021-06-08 10:30:18,2021-06-08 10:44:32,72581154,72606938,72581100
2021-06-08 12:10:24,2021-06-08 12:29:26,72581148,72607608,72581081
2021-06-08 12:26:02,2021-06-08 12:26:04,72581114,72606938,72581104
2021-06-08 12:26:04,2021-06-08 13:12:14,72581114,72606938,72581104
2021-06-08 13:57:20,2021-06-08 15:10:33,72581148,73031590,72581081
2021-06-08 11:27:42,2021-06-08 15:57:33,72581154,72606938,72581100
2021-06-08 15:10:33,2021-06-08 18:01:46,72581148,72606938,72581081
2021-06-08 10:05:00,2021-06-08 10:46:00,72581148,75899013,72581081
2021-06-08 10:06:55,2021-06-08 11:30:15,72581116,55705352,72581103
2021-06-08 10:05:00,2021-06-08 10:06:55,72581116,72606938,72581103
2021-06-08 02:56:41,2021-06-08 02:57:17,72581152,72607411,72581101
2021-06-08 10:46:00,2021-06-08 11:15:03,72581148,72606938,72581081
2021-06-08 02:32:00,2021-06-08 02:56:41,72581152,72871243,72581101
2021-06-08 11:37:15,2021-06-08 12:10:24,72581148,72606938,72581081
2021-06-08 02:57:17,2021-06-08 03:59:26,72581152,72606938,72581101
2021-06-08 14:41:59,2021-06-08 14:48:36,72581146,55703882,72581097
2021-06-10 05:37:15,2021-06-10 05:37:19,72581154,72794948,72581086
2021-06-08 12:29:12,2021-06-08 15:13:42,72581152,72606938,72791081
2021-06-10 21:46:59,2021-06-10 21:47:00,72581152,72606938,72581101
2021-06-10 05:37:19,2021-06-10 05:37:37,72581154,72871243,72581086
2021-06-10 21:47:00,2021-06-10 23:03:51,72581152,72607342,72581101
2021-06-10 21:50:41,2021-06-11 02:04:01,72581154,72606938,72791102
2021-06-12 12:58:44,2021-06-12 14:41:54,72581116,72607275,72581077
2021-06-08 14:06:09,2021-06-08 14:16:44,72581114,72607342,72581104
2021-06-08 14:16:44,2021-06-08 14:17:36,72581114,72607275,72581104
2021-06-08 14:17:36,2021-06-08 14:17:37,72581114,72607412,72581104
2021-06-08 14:17:37,2021-06-08 14:17:41,72581114,72607412,72581104
2021-06-08 14:17:41,2021-06-08 14:55:34,72581114,72607275,72581104
2021-06-08 15:57:33,2021-06-08 15:58:13,72581154,72871152,72581100
2021-06-08 15:51:56,2021-06-08 18:04:01,79204442,72606938,72581095
2021-06-08 15:59:19,2021-06-08 16:41:01,72581154,72606938,72581077
2021-06-08 17:44:36,2021-06-08 18:05:34,72581146,72607342,72581097
2021-06-08 15:22:13,2021-06-08 15:51:56,79204442,72871152,72581095
2021-06-08 17:18:36,2021-06-08 17:23:02,72581146,72794891,72581097
2021-06-08 17:23:02,2021-06-08 17:44:36,72581146,72606938,72581097
2021-06-08 17:12:14,2021-06-08 18:00:08,72581116,72607275,72581103
2021-06-08 18:05:34,2021-06-08 18:06:12,72581146,72636748,72581097
2021-06-10 05:46:29,2021-06-10 05:46:33,72581156,72794948,72581086
2021-06-08 16:45:09,2021-06-08 18:18:10,72581154,72606938,72581100
2021-06-14 05:07:14,2021-06-14 05:07:58,72581156,72606938,72581086
2021-06-10 05:46:33,2021-06-10 06:47:02,72581156,72871243,72581086
2021-06-10 21:54:22,2021-06-10 22:43:29,72581146,72607342,72581094
2021-06-12 12:56:30,2021-06-12 13:31:10,72581148,72793172,72581081
2021-06-12 13:31:10,2021-06-12 13:43:15,72581148,72607342,72581081
2021-06-12 13:43:15,2021-06-12 13:48:44,72581148,72606938,72581081
2021-06-14 05:07:58,2021-06-14 05:47:58,72581156,72607275,72581086
2021-06-14 14:54:26,2021-06-14 15:37:36,72581146,72871152,72581097
2021-06-14 15:44:24,2021-06-14 15:49:37,72581134,72607316,72581091
2021-06-08 18:01:50,2021-06-08 18:02:15,72581148,72606938,72581081
2021-06-08 17:57:50,2021-06-08 18:05:22,72581114,72606938,72581104
2021-06-10 06:43:32,2021-06-10 06:43:38,72581146,72794948,72581086
2021-06-10 06:47:02,2021-06-10 08:05:39,72581156,72607275,72581086
2021-06-10 06:43:38,2021-06-10 08:11:36,72581146,72871243,72581086
2021-06-10 22:43:29,2021-06-10 23:00:23,72581146,72606938,72581094
2021-06-08 18:25:00,2021-06-08 20:07:39,72581152,72606938,72791081
2021-06-10 08:05:39,2021-06-10 08:05:41,72581156,72794948,72581086
2021-06-10 08:05:41,2021-06-10 08:05:56,72581156,72871243,72581086
2021-06-08 18:25:00,2021-06-08 19:32:22,72581156,72871243,72581101
2021-06-10 08:11:36,2021-06-10 09:51:49,72581146,72606938,72581086
2021-06-08 19:32:22,2021-06-08 19:33:35,72581156,72607411,72581101
2021-06-08 18:25:00,2021-06-08 19:39:04,72581146,72871243,72791102
2021-06-08 18:25:00,2021-06-08 19:40:46,79204442,72871243,72581094
2021-06-08 19:33:35,2021-06-08 19:57:08,72581156,72606938,72581101
2021-06-08 19:57:08,2021-06-08 20:00:55,72581156,72607342,72581101
2021-06-08 20:00:55,2021-06-08 20:09:57,72581156,72606938,72581101
2021-06-10 10:19:56,2021-06-10 11:12:46,79204442,72606938,72581095
2021-06-10 10:05:00,2021-06-10 10:19:56,79204442,75899013,72581095
2021-06-10 10:05:00,2021-06-10 10:21:33,72581154,75899013,72581100
2021-06-10 10:21:33,2021-06-10 10:24:22,72581154,72606938,72581100
2021-06-10 10:24:22,2021-06-10 10:25:21,72581154,72607411,72581100
2021-06-08 19:40:46,2021-06-08 20:15:12,79204442,72606938,72581094
2021-06-08 20:15:12,2021-06-08 20:24:01,79204442,72607342,72581094
2021-06-15 14:12:52,2021-06-15 14:33:46,72581134,72606938,72581091
2021-06-08 20:08:39,2021-06-08 20:16:40,72581152,72871243,72581101
2021-06-08 20:16:40,2021-06-08 20:17:20,72581152,72607411,72581101
2021-06-15 14:11:32,2021-06-15 14:46:11,72581152,72871152,72581100
2021-06-08 20:24:01,2021-06-08 21:17:04,79204442,72606938,72581094
2021-06-08 20:17:20,2021-06-08 21:26:57,72581152,72606938,72581101
2021-06-15 14:03:19,2021-06-15 14:51:30,79204442,72607342,72581095
2021-06-10 10:05:00,2021-06-10 10:16:35,72581134,75899013,72581091
2021-06-10 10:16:35,2021-06-10 10:17:33,72581134,72607411,72581091
2021-06-10 23:05:55,2021-06-10 23:06:31,72581156,72607411,72581101
2021-06-12 13:42:39,2021-06-12 13:45:45,72581134,72607316,72581091
2021-06-15 17:49:42,2021-06-15 17:59:44,72581114,72607608,72581104
2021-06-12 13:50:50,2021-06-12 13:56:02,72581134,72607316,72581091
2021-06-14 05:47:58,2021-06-14 05:48:11,72581156,72794948,72581086
2021-06-15 17:46:34,2021-06-15 18:03:05,72581116,72606938,72581080
2021-06-14 05:48:11,2021-06-14 05:48:43,72581156,72871243,72581086
2021-06-14 14:56:38,2021-06-14 18:20:35,72581152,72606938,72581100
2021-06-15 00:33:48,2021-06-15 00:34:49,72581146,72871243,72791102
2021-06-15 00:39:57,2021-06-15 01:19:17,79204442,72606938,72581094
2021-06-15 10:29:40,2021-06-15 14:11:32,72581152,72606938,72581100
2021-06-15 17:45:08,2021-06-15 18:25:00,72581134,72606938,72581091
2021-06-08 21:17:04,2021-06-08 21:30:08,79204442,72607608,72581094
2021-06-10 10:25:21,2021-06-10 10:25:25,72581154,72606938,72581100
2021-06-08 21:30:08,2021-06-08 22:59:03,79204442,72606938,72581094
2021-06-08 21:30:05,2021-06-08 23:51:49,72581156,72606938,72581101
2021-06-10 23:06:31,2021-06-10 23:32:51,72581156,72606938,72581101
2021-06-08 19:39:04,2021-06-08 23:21:11,72581146,72606938,72791102
2021-06-08 22:59:03,2021-06-08 23:39:28,79204442,72871152,72581094
2021-06-10 10:25:25,2021-06-10 10:42:50,72581154,72607610,72581100
2021-06-08 23:39:28,2021-06-09 01:01:02,79204442,72606938,72581094
2021-06-08 23:21:11,2021-06-09 00:12:26,72581146,72871152,72791102
2021-06-08 23:51:49,2021-06-09 00:27:57,72581156,72871152,72581101
2021-06-09 00:27:57,2021-06-09 02:19:13,72581156,72606938,72581101
2021-06-09 01:01:02,2021-06-09 01:13:06,79204442,72607342,72581094
2021-06-09 01:13:06,2021-06-09 02:06:45,79204442,72606938,72581094
2021-06-09 02:06:45,2021-06-09 02:07:05,79204442,72636748,72581094
2021-06-08 18:25:00,2021-06-09 02:21:51,72581154,72871243,72581101
2021-06-09 02:21:51,2021-06-09 02:24:32,72581154,72606938,72581101
2021-06-09 02:24:32,2021-06-09 02:32:00,72581154,72607342,72581101
2021-06-10 10:05:00,2021-06-10 10:54:37,72581114,75899013,72581104
2021-06-09 00:12:26,2021-06-09 02:32:00,72581146,72606938,72791102
2021-06-10 10:54:37,2021-06-10 10:55:03,72581114,72606938,72581104
2021-06-09 02:32:00,2021-06-09 02:35:00,72581154,72871243,72581101
2021-06-09 02:35:00,2021-06-09 02:35:19,72581154,72606938,72581101
2021-06-09 02:32:00,2021-06-09 02:39:40,72581146,75899013,72791102
2021-06-09 02:35:19,2021-06-09 02:57:36,72581154,72607342,72581101
2021-06-09 02:32:00,2021-06-09 03:02:28,72581156,72871243,72581101
2021-06-10 10:55:03,2021-06-10 10:55:27,72581114,72607411,72581104
2021-06-09 02:39:40,2021-06-09 03:18:34,72581146,72606938,72791102
2021-06-09 03:18:34,2021-06-09 03:19:38,72581146,72636748,72791102
2021-06-09 02:32:00,2021-06-09 03:46:55,72581152,72871243,72791102
2021-06-09 03:02:28,2021-06-09 04:02:02,72581156,72606938,72581101
2021-06-12 14:34:30,2021-06-12 15:13:37,72581134,72871152,72581091
2021-06-09 03:46:55,2021-06-09 04:55:39,72581152,72606938,72791102
2021-06-09 04:02:02,2021-06-09 05:05:46,72581156,72607342,72581101
2021-06-10 10:55:27,2021-06-10 11:01:01,72581114,72606938,72581104
2021-06-14 05:51:59,2021-06-14 05:59:18,72581146,72606938,72581086
2021-06-10 11:05:09,2021-06-10 11:13:07,72581152,72607610,72581082
2021-06-10 11:01:01,2021-06-10 11:17:59,72581114,72794950,72581104
2021-06-10 23:00:23,2021-06-10 23:44:31,72581146,72871152,72581094
2021-06-14 15:46:27,2021-06-14 15:52:37,72581116,72871152,72581077
2021-06-10 23:44:31,2021-06-11 00:58:50,72581146,72606938,72581094
2021-06-14 06:27:10,2021-06-14 09:52:05,72581146,72606938,72581086
2021-06-12 13:45:45,2021-06-12 13:50:50,72581134,72606938,72581091
2021-06-12 14:31:42,2021-06-12 14:34:30,72581134,72606938,72581091
2021-06-14 14:54:03,2021-06-14 15:34:48,72581134,72871152,72581091
2021-06-14 15:34:48,2021-06-14 15:34:50,72581134,72606938,72581091
2021-06-14 15:34:50,2021-06-14 15:38:36,72581134,72607316,72581091
2021-06-14 14:54:05,2021-06-14 15:39:28,72581114,72871152,72581104
2021-06-14 15:01:51,2021-06-14 15:41:11,72581148,72871152,72581081
2021-06-14 15:52:37,2021-06-14 15:53:43,72581116,72606938,72581077
2021-06-14 15:38:36,2021-06-14 15:44:24,72581134,72606938,72581091
2021-06-15 01:19:17,2021-06-15 02:16:49,79204442,72607342,72581094
2021-06-14 15:52:48,2021-06-14 15:55:19,72581134,72607316,72581091
2021-06-14 15:37:36,2021-06-14 18:12:04,72581146,72607342,72581097
2021-06-14 15:39:28,2021-06-14 18:14:09,72581114,72606938,72581104
2021-06-14 15:41:11,2021-06-14 18:25:00,72581148,72606938,72581081
2021-06-15 14:09:21,2021-06-15 14:12:52,72581134,72607316,72581091
2021-06-15 18:03:05,2021-06-15 18:11:58,72581116,72607275,72581080
2021-06-15 17:59:44,2021-06-15 18:03:29,72581114,72606938,72581104
2021-06-15 11:36:21,2021-06-15 14:53:19,72581148,72606938,72581081
2021-06-09 03:21:02,2021-06-09 03:22:37,72581116,72607411,72791096
2021-06-09 02:32:00,2021-06-09 03:21:02,72581116,72871243,72791096
2021-06-09 03:22:37,2021-06-09 05:55:21,72581116,72607342,72791096
2021-06-10 10:05:00,2021-06-10 11:00:00,72581152,75899013,72581082
2021-06-10 11:00:00,2021-06-10 11:00:36,72581152,75899013,72581082
2021-06-09 04:55:39,2021-06-09 04:55:51,72581152,72636748,72791102
2021-06-11 10:37:56,2021-06-11 10:40:34,72581146,72607411,72581097
2021-06-10 11:00:36,2021-06-10 11:03:18,72581152,72607411,72581082
2021-06-11 10:28:32,2021-06-11 10:41:57,72581154,72606938,72581100
2021-06-10 11:03:18,2021-06-10 11:05:09,72581152,72606938,72581082
2021-06-11 00:16:54,2021-06-11 02:32:00,72581152,72606938,72581101
2021-06-11 10:05:00,2021-06-11 10:30:00,72581152,75899013,72581082
2021-06-11 10:42:52,2021-06-11 10:42:55,72581134,72606938,72581091
2021-06-11 10:30:00,2021-06-11 10:30:46,72581152,75899013,72581082
2021-06-11 10:05:00,2021-06-11 10:37:22,72581148,75899013,72581081
2021-06-15 02:32:00,2021-06-15 04:02:17,72581156,72606938,72581101
2021-06-11 10:05:00,2021-06-11 10:37:24,72581146,75899013,72581097
2021-06-11 10:42:55,2021-06-11 10:45:43,72581134,72607275,72581091
2021-06-11 10:37:24,2021-06-11 10:37:56,72581146,75899013,72581097
2021-06-14 15:49:37,2021-06-14 15:52:48,72581134,72606938,72581091
2021-06-11 10:05:00,2021-06-11 10:38:43,72581114,75899013,72581104
2021-06-11 10:37:22,2021-06-11 11:06:19,72581148,72606938,72581081
2021-06-11 10:38:43,2021-06-11 10:39:32,72581114,72607411,72581104
2021-06-15 14:33:46,2021-06-15 14:37:19,72581134,72607316,72581091
2021-06-14 15:49:04,2021-06-14 16:17:27,79204442,72871152,72581095
2021-06-11 10:30:46,2021-06-11 11:17:53,72581152,72606938,72581082
2021-06-11 15:30:36,2021-06-11 15:45:27,72581134,72607316,72581091
2021-06-12 13:56:02,2021-06-12 13:57:16,72581134,72606938,72581091
2021-06-15 02:16:49,2021-06-15 02:21:07,79204442,72606938,72581094
2021-06-12 14:02:44,2021-06-12 14:21:37,72581134,72606938,72581091
2021-06-14 05:59:18,2021-06-14 06:27:10,72581146,72871152,72581086
2021-06-15 02:21:07,2021-06-15 02:21:28,79204442,72636748,72581094
2021-06-15 14:49:24,2021-06-15 15:27:28,72581134,72871152,72581091
2021-06-15 02:57:01,2021-06-15 02:57:06,79204442,72794948,72581086
2021-06-15 14:41:41,2021-06-15 14:49:32,72581114,72607608,72581104
2021-06-15 02:57:06,2021-06-15 03:27:07,79204442,72871243,72581086
2021-06-15 14:53:21,2021-06-15 15:42:59,72581114,72871152,72581104
2021-06-15 14:37:19,2021-06-15 14:49:24,72581134,72606938,72581091
2021-06-15 18:08:36,2021-06-15 18:08:52,72581146,72636748,72581097
2021-06-15 14:51:30,2021-06-15 16:02:59,79204442,72606938,72581095
2021-06-11 15:45:27,2021-06-11 16:06:02,72581134,72606938,72581091
2021-06-09 10:22:41,2021-06-09 10:40:59,72581154,72606938,72581100
2021-06-10 10:05:00,2021-06-10 11:02:56,72581148,75899013,72581081
2021-06-10 10:05:00,2021-06-10 11:05:43,72581116,75899013,72581096
2021-06-12 13:57:16,2021-06-12 14:02:44,72581134,72607608,72581091
2021-06-10 11:05:43,2021-06-10 11:07:29,72581116,72607411,72581096
2021-06-10 11:07:10,2021-06-10 11:23:16,72581146,72606938,72581097
